"No","City","Restaurant","Review"
"24","Hyderabad","Jolly Bros & Co.","SARAT C V TALLURI"
"25","Hyderabad","Jolly Bros & Co.","Simply extraordinary place for enjoying your evening with draught beer and good food. Food something different and not routine. Extraordinary coctail mixing skills.
A simple restaurant but just great service."
"26","Hyderabad","Medley","good place for family and garden area is refreshing"
"27","Hyderabad","Medley","great place and food is perfectly balanced"
"28","Hyderabad","Medley","very slow service. mixed up the orders as well."
"29","Hyderabad","Medley","Firstly, it had limited space for parking, and it can be a big issue when.you trying to find a spot on a busy weekend. There was no one to escort us to an available space steep up inside the massive gate.

Although the ambience was good, but quantity of food was quite less when compared to the prices. We had ordered some chatpata chowmein noodles, burnt garlic fried rice, paneer lababdar, veg jalfrezi, tandoori rotis and some cream of almond and brocolli soup. The noodles and rice were excellent especiallly the noodles was very flavourful. But apart from it other items weren't so great. The less quantity for curries made it even more disappointing.

Thirdly, there were no designated...read more"
"30","Hyderabad","Medley","Although the food was delicious, the wait time was too much. The service and ambience were too good. Although the prices were a bit on the higher side, the food served gives you the satisfaction. It would be great if the wait time is reduced"
"31","Hyderabad","Thangedu","in prawns and fish only few items are available, and taste is okay . need to improve the taste
ambience and service is good"
"32","Hyderabad","Thangedu","food is tasty and ambience is also good"
"33","Hyderabad","Thangedu","Starters are good."
"34","Hyderabad","Thangedu","The food was average. Low on taste. Veg sabji was super oily. Non veg was not fresh."
"35","Hyderabad","Thangedu","Shiva Krishna Gupta"
"36","Hyderabad","Thangedu","expensive and quality doesn't match cost"
"37","Hyderabad","Kadali Kitchen","The food is amazing and the service was very good."
"38","Hyderabad","Kadali Kitchen","Had Guntur chilli chicken, Goli china mutton, miriyalu soup Nalli Biriyani. Every item had excess oil and spice. Never coming back"
"39","Hyderabad","Kadali Kitchen","Our First Bite as Food Reviewers ? | Kadali, Jubilee Hills

This marks our first official review as we begin our food-loving journey on Zomato! Since we eat out a lot, we thought—why not share our experiences and help fellow foodies find the good stuff (and dodge the not-so-great)? So here goes!

We visited Kadali in Jubilee Hills, and let’s just say—it set the bar high!

We kicked off with the mutton paya soup—spicy, rich, and absolutely soul-warming. The kind of dish that makes you pause, smile, and go “Yup, this is gonna be a good meal.”

Next up: Appam with guthi vankaya curry. The appam? Light, fluffy, melt-in-the-mouth magic (though slightly sweet for our taste). The...read more"
"40","Hyderabad","Kadali Kitchen","Visited this place for lunch yesterday, Overall food was not bad however, Palak paneer was exceptionally bad. Raw Palak taste with no salt and flavour. When notified the same to the 1st floor manager he said it is supposed to be that way and argued with us, we asked him to taste it after tasting he said all I can do is add salt. Usually we would let things go but they way he spoke to us made us send the the dish back. This happened after we had to weight 30min for our main course.

One of the waiter when asked told us that the 10% service charge they add to the bill is not given to them so please be mindful while paying, ask them to remove the service charge from the bill and pay the...read more"
"41","Hyderabad","Kadali Kitchen","We had a great great time here, these are our personal experiences and favourites, if you like something spicy then you much try paya soup and Nalli ghosh biryani, Guntur chilli chicken, veg kurkure and kadali sammohanam are great and must tries. The staff was good too, may be due to holi there was less rush and we had peaceful time."
"42","Hyderabad","Habitat Cafe","everything was perfect and must try their french toast 10/10 and ambience was so lovely"
"43","Hyderabad","Habitat Cafe","Pretty cosy ambience, both interior and exterior. Service and food are commendable. Recommend for a visit!"
"44","Hyderabad","Habitat Cafe","Excellent menu, ambience, taste and excellent staff. Staff recommended perfect dishes for my kid and us.. it was a very good experience. Highly recommended"
"45","Hyderabad","Habitat Cafe","Great!! Loved the food and hospitality."
"46","Hyderabad","Saffron Soul - Marigold Hotel","Absolutely loved the experience. Came here to celebrate birthday and Mr.Arpan helped with making the day more memorable. The food spread is excellent and desserts were mind blowing. The mango pannacota was the highlight"
"47","Hyderabad","Saffron Soul - Marigold Hotel","Overpriced for the food they server. It was disastrous. Would never recommend."
"48","Hyderabad","Saffron Soul - Marigold Hotel","Very good ambience, amazing spread of starters, main course, & desserts, service is prompt & welcoming. little bit expensive but worth a visit."
"49","Hyderabad","Saffron Soul - Marigold Hotel","amazing food.. great helpful and courteous staff.. A special mention to staff member SHARASH for his hospitality and warm welcoming. I was very happy with the behaviour . ... will definitely be visiting this place again & again."
"50","Hyderabad","Verandah - The Park","food is good and Samim help us allot"
"51","Hyderabad","Verandah - The Park","Service was good by Sam, good place by the way"
"52","Hyderabad","Verandah - The Park","The ambience, food and service are awesome. Mr. Samim humbly served all the required food."
"53","Hyderabad","Verandah - The Park","I had dinner here last night, and it was honestly one of the worst meals I’ve ever had. There was no variety on the menu, and the food we did get was extremely disappointing. To make matters worse, I’ve been sick and vomiting all morning — clearly something wasn’t right with what was served. I would not recommend this place to anyone."
"54","Hyderabad","Verandah - The Park","Our family dinner at Verandah was made truly special thanks to the exceptional service provided by Pintu. Even though it was a buffet, Pintu went above and beyond to ensure we were well taken care of. He was incredibly attentive, promptly serving food and bringing dishes to our table with a warm and genuine smile. His proactive approach made the dining experience feel personalized and effortless.

While the buffet offered a good selection of dishes, the standout for me was the freshness and deliciousness of the fruits. They were a perfect and refreshing end to the meal.

However, it was Pintu's remarkable service that truly elevated our experience. His dedication and attentiveness are...read more"
"55","Hyderabad","Lé Vantage Cafe Bar","Visited this place recently. The ambience is good and has a nice vibe, but I was quite surprised by the limited menu options. For a group of five, the bill came to nearly ?9,000, which felt highly overpriced considering the food taste was below average for the rates charged. Honestly, the overall experience didn’t justify the cost."
"56","Hyderabad","Lé Vantage Cafe Bar","Valet person handed over the keys saying that take your own car which was very insulting"
"57","Hyderabad","Lé Vantage Cafe Bar","Ambience is good, open air airing with lights and jazz music to enjoy evening with. Food options are also good. It’s pet friendly, people not comfortable with pets should be prepared.
We tried mushroom capicujo, veg grilled sandwich, hibiscus tea, spinach rolls, and quesadillas. Almost everything we liked."
"58","Hyderabad","Lé Vantage Cafe Bar","Le Vantage used to be our favorite pub as it is the only pet friendly pub nearby. We used to love everything about this place. But lately, the quality of service has deteriorated. We went to have dinner, the food and the ice tea was good. However this 1 star is because of the service. We asked them to pack banofee pie and look at how they packed the dessert in a burger box. When I arrived home (which is 15 kms away from Le vantage) see the condition in the pic below. This dessert cost Rs. 450+ with taxes, is this how you pack your take away food? Very very disheartening!! I hope the owner checks this out and does something to replace the incompetent staffs you have hired lately. Btw...read more"
"59","Hyderabad","Lé Vantage Cafe Bar","It’s a good cafe and we loved the food and the ambience."
"60","Hyderabad","Daily Rituals","Tapas, good service"
"61","Hyderabad","Daily Rituals","Mr. Tapas was very courteous and helped us out with our drinks."
"62","Hyderabad","Daily Rituals","Tapa thanks for the Service ….!!
Cheers"
"63","Hyderabad","Daily Rituals","Daily Rituals is a great place to have a good time with your friends. the ambiance is pleasant. Gangadhar's service was exceptional, along with his photography skills."
"64","Hyderabad","Daily Rituals","We had a nice food experience here & we loved Sunil's service a lot . Had a nice convo with the chief chef Masaroor !!"
"65","Hyderabad","Kavyam The Telugu Table","Kavyam where bad food combines with super bad customer service... when complained to the waiter that the pulao has no salt the reply was to add as much salt as I want from the salt box on the table !! slow claps for a such a service.. another waiter just leaves a super hot ghee bowl on the table without informing it's hot resulting in fingers being burnt... the apricot delight was more of milk on apricot it was seriously not delightful.. absolutely horrifying experience.."
"66","Hyderabad","Kavyam The Telugu Table","I'm a regular at Kavyam and have always loved the food, which is why I brought my colleagues along recently, hoping they'd enjoy it too. Unfortunately, the food didn’t taste as good as usual, and to make things worse, several of us ended up feeling sick afterward—including me. It seems likely the issue came from the mushroom pakoda, especially since even one of our vegetarian teammates had to see a doctor. Just wanted to let you know so you can check on the food quality and hopefully prevent this from happening again."
"67","Hyderabad","Kavyam The Telugu Table","Padma Priya Velugoti"
"68","Hyderabad","Kavyam The Telugu Table","Food is absolutely good and flavourful but servicing needs to be improved. Some of the staff there were a bit rude and doesn’t respond properly .

Other than this the food and ambience is pretty good"
"69","Hyderabad","Kavyam The Telugu Table","good place, nice food and very good servicing..place to visit"
"70","Hyderabad","Kavyam The Telugu Table","ordered kodi rasam, nallakaram kodi and gun powder prawns to start with, first 2 were really good. the main course was a big dissappointment - ullikaram.kodi pulao was like mixing home chutney in rice and eating. and the kavyam table special biryani was not at all like a biryani. the gravy was not at all there and it felt like we are eating plain rice."
"71","Hyderabad","MOAI","While the ambience and theme is absolutely amazing, most items on the menu are NONSENSICALLY priced. High prices can still be acceptable if quantity is reasonable, but the starters can appetize max 2 people and the cocktails are filled with just ice."
"72","Hyderabad","MOAI","Go once to see the decor. Food is not worth the hype. We couldn't eat most of what we ordered. Either tasteless or over spiced. Staff are very confused and prefer to spend time talking to each other."
"73","Hyderabad","MOAI","Food is really tasty. Ranjan gave really good recommendations and great service. Would recommend."
"74","Hyderabad","MOAI","Black rice bhel was not so great but love silken tofu curry and hibachi fried rice, not to forget avocado gelato"
"75","Hyderabad","MOAI","We had an office party here and overall the experience was okay, especially the starters. The presentation was impressive and flavours are excellent. A special shout-out to Santu, who served us very well.

I am not giving 5 stars becuase the desserts were a major letdown. We tried all the desserts on the menu and for the price, they fell far short both in taste and value. When we shared the feedback asking to improve the dessert menu, the response from manager prayag is rude. He asked us if we are expecting a dark brownie from this restaurant. It is unhelpful and dismissive. Please train your managers properly so we can have a peaceful meal."
"76","Hyderabad","Tre-Forni Restaurant And Bar - Park Hyatt","shi was bussin. respectfully."
"77","Hyderabad","Tre-Forni Restaurant And Bar - Park Hyatt","The lady at the front desk of the restaurant was extremely rude and had no manners. Despite confirming our table reservation, she turned us down and we had to speak to the manager to get a table.

She didn’t even have the decency to apologize or try to have a conversation afterward. It was an unexpected incident at a Hyatt restaurant."
"78","Hyderabad","Tre-Forni Restaurant And Bar - Park Hyatt","It’s a high end fine dining place with great food and ambiance. The service is top notch. Vishal was very helpful with suggesting the signature dishes."
"79","Hyderabad","Tre-Forni Restaurant And Bar - Park Hyatt","Thank you Aarushi for a pleasant evening at tre-forni."
"80","Hyderabad","Tre-Forni Restaurant And Bar - Park Hyatt","we went for brunch on Sunday, and all the dishes are really good. Star dish was lobster and lamb chops and spinach Ravioli. The fried chicken and fried shrimp were also noteworthy. the drinks were also exceptionally good. waiter Shilpa was really nice and helpful"
"81","Hyderabad","Masterpiece","Overall everything was good
Must try"
"82","Hyderabad","Masterpiece","Alam did a goodservice"
"83","Hyderabad","Masterpiece","Sunil Kumar Sure"
"84","Hyderabad","Masterpiece","Service and food is very good, ambience excellent"
"85","Hyderabad","PaPaYa - Modern Asian Bistro","Food -3/5 had to sent back the drinks and some of the dishes were extremely spicy

Service 5/5 the wait staff is polite and accomodating"
"86","Hyderabad","PaPaYa - Modern Asian Bistro","I thoroughly enjoyed the food and the taste is suitable for everyone."
"87","Hyderabad","PaPaYa - Modern Asian Bistro","Good vibe and excellent service..a must visit place.."
"88","Hyderabad","PaPaYa - Modern Asian Bistro","Great ambience with very delicious food"
"89","Hyderabad","PaPaYa - Modern Asian Bistro","Enjoyed the japanese cuisine to the fullest. Menu is filled with vast options and the service by Rajesh was amicable. Worth visiting…."
"90","Hyderabad","Mamalola Penthouse Bar & Kitchen","Food was good and the awesome live music. Really liked the Tapan’s service."
"91","Hyderabad","Mamalola Penthouse Bar & Kitchen","Food and ambience is great!! Special Thanks to Satya for the wonderful service."
"92","Hyderabad","Mamalola Penthouse Bar & Kitchen","Mr. Satya served delicious food to me and my friends. Overall good experience."
"93","Hyderabad","Mamalola Penthouse Bar & Kitchen","Tapan served us good food and quick service"
"94","Hyderabad","Mamalola Penthouse Bar & Kitchen","Satya here gave us an excellent service"
"95","Hyderabad","Hanok - Seoulful Food","Ordered a brownie with ice cream- unfortunately, it was the hardest brownie I’ve ever had. Rock- solid and completely inedible. Really disappointing, especially for a cafe that looks so promising."
"96","Hyderabad","Hanok - Seoulful Food","I have visited this place and it was worth it.
we have ordered one jajangmyeon noodles which i couldn't eat because of that authentic flavour the person who served us was sweet to go talk to his manager about it and said us we could replace the dish with other one....that was really sweet and coming to food....it was delicious...i was satisfied with the taste...would really recommend to go for here but if your looking for budget friendly then choose other one.....as this is little pricy but worth everything...."
"97","Hyderabad","Hanok - Seoulful Food","Not value for money. Too expensive pet quantity and quality. They serve indo asian dishes in the name of korean . There are only few options in Korean. Sushi was too bad."
"98","Hyderabad","Hanok - Seoulful Food","Food is pathetic at this place and there is nothing Korean about it.
Everything is tasteless."
"99","Hyderabad","Hanok - Seoulful Food","its reallyyyyyyy gooddddddd, still in awe of it???. Definitely a must try"
