"No","City","Restaurant","Review"
"33","Madurai","Modern Restaurant","A regular customer since 1990s. best place for a wholesome veg meal!"
"34","Madurai","Modern Restaurant","If you like the taste of the food in the restaurant, then better order in zomato and eat. This is because if you go there lto eat, then they won't treat you well. They just take the sambar, chutney which were kept and used by the customers in the neighboring table and then force you to have it. You have to ask multiple times and wait for a long time for the waiter to replace with fresh ones for you. And, after doing all these, they will nag you for tips.
If you think of going there and getting parcel, then the packaging won't be the same as you get while ordering online and you have to wait for a long time."
"35","Madurai","Modern Restaurant","?????? ???? ?????????"
"36","Madurai","Modern Restaurant","Dr Vijayakumar Sivagurunathan"
"37","Madurai","Modern Restaurant","Worst experience I could ever imagine. The staff (laxman) was so rude that they literally told us no food available for us. The manager managing counter did nothing about it. No action was taken, we had to leave restaurant outrageously.
A BIG NO to any non Tamilian especially north Indian."
"38","Madurai","Mug & Beans","Food was good. Pramit helped me with good reccos!"
"39","Madurai","Mug & Beans","I ordered 4 items not enough for 3 member all are in small quantity but taste wise its good"
"40","Madurai","Mug & Beans","Good place in the nearest vicinity but indoor seating isn't available, service is surprisingly slow need to improve on that.
Peri peri fries: 5/5
Iced coffee: 2/5
Chilli cheese toast: 3/5"
"41","Madurai","Mug & Beans","Presentation was so good. It has wide variety of must try dishes like fried icecream, french fries and fried momos.

Pizza and pasta were not up to the mark. Instagrammable place in and around Madurai.

I would recommend people to try milkshakes when visiting this place."
"42","Madurai","The Banyan Resturant","I was here yesterday with the extended family to celebrate my dad's birthday. Senthil and Sasi from the Heritage team took care of us. the entire crew was very supportive. Food chpices and Ambience was of a very high standard."
"43","Madurai","The Banyan Resturant","Every order takes 30 minutes. Even if it’s lime water or coconut water. They didn’t have à la carté when we arrived. Also coconut water was stale and took 40 mins. Buffet was the only saving grace. But not to save the overall experience."
"44","Madurai","The Banyan Resturant","J Arun Prakash"
"45","Madurai","The Banyan Resturant","The two days we stayed at this beautiful property, we got to sample their daily spread of fabulous buffet breakfast at The Banyan, that has both indoor & outdoor seating while the spread’s all inside. The food was no doubt fabulous but it was the service that amplified the whole experience. Day 1 we had the vegetarian selections from Southern & Northern India, be it the unique idlis, the poori subzi, the fresh hot ghee roasts from the live counter, everything was just perfect. With all those chutneys the dosa and idli was wonderful. Especially the Kara chutney that was spicy and tangy, just the right bit. The coconut chutney could have been a little more fresher, but overall...read more"
"46","Madurai","The Banyan Resturant","We happened to be in the hotel for dinner last weekend. While the main course was decent, it was the dessert section which made me write this review. 2 of the dishes were spoiled and we immediately mentioned it to the waiters. The fun part was instead of verifying and clearing the menu from the buffet, the waiter started questioning our whereabouts. He was more curious to understand if we were locals or tourists. We even called the manager and informed as there were over 10 families with kids in the restaurant at that point in time. But no one came over to remove the dish not did they acknowledge the feedback. Such worst service and food in reputed restaurants are really concerning. Not...read more"
"47","Madurai","Krishnan Mess","Today i went to krishnan mess in kamarajar street. We ordered biriyani and tandoori chicken. We waited for 1 hour after that they told the dish is not available and asked to order some other item. They have returned my money and their service is worst. Please dont visit the restaurant if you want a good service. Worst experience"
"48","Madurai","Krishnan Mess","Vikram M N"
"49","Madurai","Krishnan Mess","It was a surprise visit to this place for dinner takeaway. We ordered a proper four course meal for four people and still the bill was under five hundred rupees. Even a road side restaurant would charge this much but for the quantity and quality of the food that they give, the pricing was phenomenal.
We started with Mutton Paya Soup. It’s not at all like typical Paya. It’s a soup with Mutton legs, which tasted divine. As it was a parcel, the quantity was huge. Easily four of us could have a small cup full of soup. It was a steal for Rs. 40. Chicken Lollypop was the only pricy item. Rs. 140 for just three pieces were too much and didn’t taste that great too. The size of Parotta was...read more"
"50","Madurai","Krishnan Mess","Very worst food price very very high plain Biryani cost rupees 170 the quality is only 100 grams cheating people"
"51","Madurai","Krishnan Mess","ARVIND HEART HOSPITAL"
"52","Madurai","Temple City - Family Veg Restaurant","Usually bus stand nearby restaurant loots you for unhygienic and no taste food as travellers would just eat in haste and leaves to catch their buses according to their destination, but honestly speaking there was no quality compromised even in single dish from what we have ordered,
Ordered idly, kaara paniyaram, plantain bonda, paruppu vadai, Aapam with coconut milk and 2 varieties of veg kurma and finally pepper idly.
1. Idly was served as they say jasmine soft like in Madurai accompanied by coconut chutney, pudina chutney, kaara chutney and sambhar.
2. Kaara paniyaram was served with coconut chutney which was delicious.
3. Plantain bonda was good in taste but not hot though.
4....read more"
"53","Madurai","Temple City - Family Veg Restaurant","Nithya Pillai Shunmugavel"
"54","Madurai","Burger Time","Quality Food provided. Tried Burger, Momos, Wrap, Sandwich. ??Best Restaurant... Must Try Here?"
"55","Madurai","Burger Time","Best Restaurant?. Good fresh food. in reasananble rate. ?"
"56","Madurai","Burger Time","Good quality food. Rate very reasonable"
"57","Madurai","Hotel New Sri Sabareesh","We went with family and even after sitting for 5 mins, nobody was ready to take order. When we called one sever, he came with an uninterested, lethargic attitude and not ready to take order and by seeing his worst service we stood up and went away. But nobody bothered because people are ready to wait and eat here, so they are not concerned a bout few people like us. Very worst service and irresponsible management."
"58","Madurai","Hotel New Sri Sabareesh","I visited madurai with my brother and went here for breakfast after temple visit. Overall it's a good place. I started with idly & later had poori bhaji.. one plate has two idlys and they are accompanied with three different chutneys & sambar.. drool worthy for sure. My brother had rocket dosa and that also has three different chutneys with sambar. Tasted good. Ended with coffee. Overall a very good coffee and loved it. The only thing that i didn't like was that the person serving us was an old man and he didn't like going back n forth to the kitchen to get stuffs. That was not of a turn off . Surely worth a visit."
"59","Madurai","Hotel New Sri Sabareesh","I order briyani combo and Gopi 65, mushroom briyani and paneer briyani Gopi 65, but delivered is antha briyanike Ena name nu Terila is very worst in food taste paneer briyani Romba mosam , Intha food ivlo money vangurenga , Nalla taste food kudukamatrenga, then Gopi 65 missing, very worst of taste, Madurai beat hotel nu solranga Apram Ean ivlo tasteless food kuduthengala, money vangurengala crta food kudunga ??????"
"60","Madurai","Hotel Sree Sabarees","awesome food and service. must go"
"61","Madurai","Hotel Sree Sabarees","tasty food at a very reasonable rate"
"62","Madurai","Hotel Sree Sabarees","Came from Delhi and thought that it would be the same Idly , dosa. But the Garlic Dosa and Podi Idly were Fantastic."
"63","Madurai","Hotel Sree Sabarees","Sourav Guha Roy"
"64","Madurai","Hotel Sree Sabarees","Super duper fast service.. very very tasty food. And very good ambience for sitting.
Staff is very polite and take care of you.
Coming from delhi, this is treat to see such a service. Everyone is very attentive and always take care of you.

Mini tiffin is great as well as other breakfast items too.
Fully satisfied and 5/5 for everything."
"65","Madurai","Hotel Sree Sabarees","very worst experience in the morning itself .ordered two items and delivered another item .when called delivery partner he is saying it is restaurant mistake .no number is active for restaurant to call. where to ask ...money lost ..Zomato just pointed out it restaurant mistake and didnot own the responsibility ..atleast hotel should give the active numbers. totally upset .helpless"
"66","Madurai","Cafe TN59","I place order in TN 59 CAFE chicken Popcorn in fungal formation and very bad taste . Worst food and experience in this restaurant . Mionis using in palm oil . Guys don't spend money in this restaurant .I'm attaching photos also Thank you"
"67","Madurai","Cafe TN59","Chicken sandwich i ordered was spoiled to core it was smelling very bad. Didn't expect this.."
