No,City,Restaurant,Review
42,Coimbatore,Chin Chin - The Residency Hotel,Dined at Chin Chin after 6 years and the place looks great... good job with the redecoration! The food has always been delicious and the taste has only gotten better... the dimsums and lamb are a must try... don't forget to get their amazing cocktails too... the staff and their service was absolutely fantastic... can't wait to dine again with them....
43,Coimbatore,The Cavern @312,"The food and ambience is good but the service is a disappointment. We had to constantly turn around our heads looking for staff and making an eye contact/signalling them in order to ask for anything. For the first five minutes, there was noone coming to our table, and this continued till the end till we received the bill and paid it. I feel that the place isn't adequately staffed or the staff need to be trained to balance all the tables alike. I hope they improve."
44,Coimbatore,Sree Annapoorna Sree Gowrishankar,i purchased 1 swissroll strawberry chocolate for my daughter. it was a take away. once we reached home and ate it we were surprised to know that it was stale. it didn't have any smell but the taste was so bad that we had to spit out and throw everything in dustbin. I didn't feed that to my daughter anymore. please dont keep such stale products on the counter and on daily basis plz chk the counter items quality. dont sell expiry product please.
45,Coimbatore,Sree Annapoorna Sree Gowrishankar,very very host service
46,Coimbatore,Sree Annapoorna Sree Gowrishankar,I ordered 4 idlis and paid 180 rs for it . When I opened the pack I found only 2:idlis. This is real cheating biz. Get lost with ur service
47,Coimbatore,Sree Annapoorna Sree Gowrishankar,"Great service and excellent food.
We tried the special breakfast - it was very good and had many options. The ghee roast dosa with the three types of chutneys and sambar was delicious. The wadas also also well made and crunchy. I am also a fan of the sevige with the coconut chutney."
48,Coimbatore,Sri Krishnaa Tiffin Room,Too much costly... Dosaa are not cooked well and one day very salty... Too much cost and no quality equal to that... Only coz of hype...
49,Coimbatore,Sri Krishnaa Tiffin Room,"Sorry to say this Team Krishna Tiffin room, we were disappointed today with the quality of items served today. The items served were not hot at all (Kothu parotta, sweet ragi puttu, vadai). The quality and taste of Kothu parotta and badam milk was not good. Sweet puttu had too much jaggery in it. Vadai was too oily. Another food safety issue, is that the sambar and chutneys kept on the tables for self service, were not covered. Plus sambar has to be served hot everytime, based on customer's need. Cold foods are spoiling the dine in experience. Hope you take care of these in future."
50,Coimbatore,Sri Krishnaa Tiffin Room,Wasted food ... Packing to worst
51,Coimbatore,Café CakeBee,"Terrible service, no waiters around, they all go into the kitchen and you have to wait till they decide to come out. Almost everything on the menu was unavailable. We ordered orange juice, and mosambi juice came, and they didnt have ice. We ordered a grill chicken and mashed potatoes, they didn't have potatoes. All the food tasted homemade and underseasoned and below average quality. There were mosquitoes everywhere and the dinner was simply unbearable. Waste of money, waste of time, and not to mention- overcharged. For this 3/10 meal, we paid 1600."
52,Coimbatore,Café CakeBee,"The person in charge was extremely rude, and when I asked for a menu, he outright refused to provide one. I understand that the café is in the process of relocating, but that doesnt justify treating customers in such a manner."
53,Coimbatore,Café CakeBee,"I faced a terrible experience here. I have been here multiple times and honestly love the food, however the server (Ravi) /person in charge who is usually rude but was exceptionally ultra rude to us today. He in fact told us he will cancel our order and we can leave. And pointed at the google reviews poster to leave a complaint if we wanted to express our disappointment. We were so excited for our brunch today and he completely ruined our experience and quite honestly our morning. And I can assure we didnt raise our voice and spoke politely to him. Our reason to get such bad behaviour was because we requested if we could get half margherita pizza and half fungi pizza and replace the...read more"
54,Coimbatore,Café CakeBee,Hire more staff . The waiting time is abnormally high . The owner needs to do the groundwork . By far the best cafe in Coimbatore with the worst waiting time . Your sales will increase if waiting time is standard . Pls checkout truffles in Bangalore .
55,Coimbatore,Café CakeBee,"Quiet and relaxing ambience. Loved the food, and the quantity was perfect. Chicken parmigiana is a must try. Looking forward to try the desserts the next time."
56,Coimbatore,Luna Rooftop and Lounge,"This place is a disaster now! It is not the same Luna which i visited 3 months back. The menú which was in online was not available. Only 30% of menu was there. They have that new limited menu. Rooftop is not available now. We need to take a closed lounge and there horrible loud music was played. We cant even communicate with our dear ones. Even though we asked to reduce the music volume and there were no other customers at that time but still they refused to do it. Horrible management. If Luna doesnt correct this, then it may loose all its old customers"
57,Coimbatore,Luna Rooftop and Lounge,"Loved it! The dal was so good do try their burnt garlic noodles !!
They specially arrange n cheese cake n small decor for my son's bday.
The service is amazinggg.
Food: 5/5Service: 5/5Atmosphere: 5/5
Recommended dishes
paneer tikka , corn fritters, crispy corns , burnt garlic noodles , mix veg n dal tadka .
Group size: Suitable for all group sizes
Recommendation for vegetarians too.
Highly recommend.
Vegetarian offerings.
Large vegetarian selection.
Plenty of parking &
Free of charge valet parking."
58,Coimbatore,Luna Rooftop and Lounge,It took them almost 1hr to bring a pizza. Food was not upto the mark and hype
59,Coimbatore,Luna Rooftop and Lounge,"Food was great, but the cherry on top was the service by Mr.Sathya and Mr.Gunasekaran. Would love u to visit again and again for the great service and food. Kudos Luna team??"
60,Coimbatore,Luna Rooftop and Lounge,"I loved the service from RAJASEKARAN and SHARDENDHU
and the food was too good especially the pannaiyar parota and pattaya prawn was too good"
61,Coimbatore,Sherlock's - Lounge & Kitchen,Its a scam forced to pay entry charge for stag its covered but still didnt allow me to pay on Zomato drinks here are totally scam only ice cubes I really wonder how people put 5 star ratings when they have so many good restaurants or resto bars
62,Coimbatore,Sherlock's - Lounge & Kitchen,Drinks are a scam! It is not worthy! Its full water and ice cubes. 6 drinks down still not feel like drank alcohol. Shots are water
63,Coimbatore,Sherlock's - Lounge & Kitchen,"Would suggest not to go here , they just extort money .
when i went they told there is a offer if 2 plus one beer but when i saw there bill i realised that the beer which costs 260 bucks they charged 750 rs for it !!
So for me i would say its a waste of time to go their ..
their just in the extortion business!
#honestopinion"
64,Coimbatore,Sherlock's - Lounge & Kitchen,"Rude bunch of people...zero hospitality. Needs proper training. And the guy at the cash counter I am assuming to be the manager has a sour puss face and is very impolite... somebody remind him he's not the owner and just a bloody employee... I am making sure anybody I know who actually goes to bars to spend good money for fun and not to munch some cheap starters with cheap beer because they can't do that at home doesn't go to this awful bar!!!

By the way, the food is awful too!!!

And yes, let me not get started on the god awful music that doesn't let anyone have a good chat over a beer, nor allow them have a dance!!!! Change the sadist manager please!"
65,Coimbatore,Sherlock's - Lounge & Kitchen,Have visited Sherlock's in Bangalore couple of times. So didn't hesitate to get inside. Ordered few starters and Pasta and drinks. Staffs were good and overall ot was nice experience.
66,Coimbatore,The Bermuda,Good experience. Friendly staff.
67,Coimbatore,The Bermuda,We visited Bermuda on a Friday and the staff were very welcoming and suggested the best cocktails and dishes to go for. It was a pleasure being there. Francis Sam served us with a smile on his face. Would definitely recommend their long cocktails and gin triangle.
68,Coimbatore,The Bermuda,Nice service and food
69,Coimbatore,The Bermuda,"good food .. good service .. even the chef came to know the specifics we needed and gave his recommendation
staff is smiling helping and on their toes
really like the fact that they have cleanliness too .. QR codes to complain

good music and ambience as well"
70,Coimbatore,The Asian Stories,Amazing place! Dont let the location mislead you. We went pretty late at night but the staff was still very courteous and helpful. The service was quick and the food was AMAZING at a great price point. Definitely do visit!
71,Coimbatore,The Asian Stories,It was a very noisy place.Mr Ishanth was serving us.He was very kind. The exo prawn were extremely spicy our food pipe were burning after a bite.the place was neat and clean. and the food were very tasty.
72,Coimbatore,The Asian Stories,excellent food and service ?
73,Coimbatore,The Asian Stories,Asian stories have a more signature dishes ....I like devil ramen and phadthai noodles ......it's a best dish I had .....Mr binandha service was excellent......nice ambience...over all experience was great ???
74,Coimbatore,The Asian Stories,Store was hyped and food is so average .
