"No","City","Restaurant","Review"
"72","Bangalore","Street Storyss","I visited Secret Storys (Rex Mall, Brigade Road) today for lunch with my family. We had booked a table for 2 PM through Zomato (prepaid reservation). We reached on time and informed the staff, but were asked to wait for 10 minutes. Even after repeated follow-ups, we were only given a table around 2:30–2:35 PM. Since we had already paid, cancellation was not an option, and this delay became inconvenient as we had to head to another location soon.

The restaurant is quite small and compact, with about 14 tables, and there was a large crowd waiting outside—an elderly couple, a pregnant lady, and many others. If the restaurant cannot accommodate so many guests at once, it would be better...read more"
"73","Bangalore","Street Storyss","The food was great and so was the ambience and service!"
"74","Bangalore","Street Storyss","Love the food especially the chole Bhature.. place is also elegantly decorated"
"75","Bangalore","Street Storyss","Kim was great"
"76","Bangalore","Ironhill Kanakapura road","thanks to Mollick for the good service.
loved the food, especially the samosa dessert"
"77","Bangalore","Ironhill Kanakapura road","Wonderful service by Raj.
Amazing food and drinks"
"78","Bangalore","Ironhill Kanakapura road","Nando is giving great service and suggesting nice beer and food."
"79","Bangalore","Ironhill Kanakapura road","nando is giving nice suggestion i love the food beer thank you"
"80","Bangalore","Ironhill Kanakapura road","Amazing ambience nice food and beer nando is giving us great service"
"81","Bangalore","The Palms Brew & Kitchen","very good ambience Dipankar service is nice pink guava beer is nice ?"
"82","Bangalore","The Palms Brew & Kitchen","food was good Dipankar service is great ?"
"83","Bangalore","The Palms Brew & Kitchen","Dupankar and protap service was good"
"84","Bangalore","The Palms Brew & Kitchen","Nischal provided a good service and was very polite"
"85","Bangalore","The Palms Brew & Kitchen","Food is great and ambiance is great
The food served by Barun
Very friendly"
"86","Bangalore","Bier Loft Brewing Co","Very good food and ambience and the service is really good"
"87","Bangalore","Bier Loft Brewing Co","It's a good place to hangout with friends and family. Govind was attending us and he was phenomenal with his job."
"88","Bangalore","Bier Loft Brewing Co","Govind ur service was good"
"89","Bangalore","Bier Loft Brewing Co","Govind alesha was very good , good to have him"
"90","Bangalore","Bier Loft Brewing Co","Food didn’t taste that nice, ambience and service is good"
"91","Bangalore","Scottish Pub","really good food, good vibes will come again, really good service with Santosh. good music.
cheesy chiken funggi and scuvlaki and chiken parmigiana"
"92","Bangalore","Scottish Pub","Very good service by Santosh and Team."
"93","Bangalore","Scottish Pub","Food was great. Highly recommend the chicken nachos"
"94","Bangalore","Scottish Pub","good food good drink good music very nice pub so good service Bay santosh"
"95","Bangalore","Scottish Pub","good food good beer and very nice wine and good music and nice place good service bay Santosh Nayak"
"96","Bangalore","Phurr","We made a reservation for 2.30pm with an infant on 21st Oct,2025. We were right on time. But we were made to wait for 50 mins. After waiting for 50 mins as well they offered the smaller table. We were stuck by that time. Their management didn’t help"
"97","Bangalore","Phurr","the food and ambience was very good. Saurabh was very courteous and helpful and made us feel comfortable"
"98","Bangalore","Phurr","The place has very nice ambience with service at it’s peak; specifically by Shivraj. Loved the place for its variety of food and will definitely recommendable."
"99","Bangalore","Phurr","Venky service is really good"
"100","Bangalore","Phurr","Yeshwanth M S"
"101","Bangalore","Phurr","Venky service is cool food is good ?"
